date,channel,videos,subscribers,views
2025-09-04 01:52:35 UTC,Troubleshooting,17,44,28538
2025-09-04 01:52:35 UTC,Adamsmr,56,15,20312
2025-09-04 01:52:35 UTC,AJ_Studios,13,6,7706
2025-09-05 01:55:19 UTC,Main,172,397,514229
2025-09-05 01:55:19 UTC,Fortnite,266,275,267459
2025-09-05 01:55:19 UTC,Troubleshooting,17,44,28538
2025-09-05 01:55:19 UTC,Adamsmr,56,15,20318
2025-09-05 01:55:19 UTC,AJ_Studios,13,6,7707
2025-09-06 01:52:19 UTC,Main,172,397,514265
2025-09-06 01:52:19 UTC,Fortnite,266,275,267459
2025-09-06 01:52:19 UTC,Troubleshooting,17,44,28549
2025-09-06 01:52:19 UTC,Adamsmr,56,15,20321
2025-09-06 01:52:19 UTC,AJ_Studios,13,6,7707
2025-09-07 02:01:25 UTC,Main,172,397,514290
2025-09-07 02:01:25 UTC,Fortnite,266,274,267459
2025-09-07 02:01:25 UTC,Troubleshooting,17,44,28551
2025-09-07 02:01:25 UTC,Adamsmr,56,15,20321
2025-09-07 02:01:25 UTC,AJ_Studios,13,6,7708
2025-09-08 02:01:04 UTC,Main,172,397,514355
2025-09-08 02:01:04 UTC,Fortnite,266,274,267459
2025-09-08 02:01:04 UTC,Troubleshooting,17,44,28551
2025-09-08 02:01:04 UTC,Adamsmr,56,15,20327
2025-09-08 02:01:04 UTC,AJ_Studios,13,6,7708
2025-09-09 01:57:04 UTC,Main,172,397,514448
2025-09-09 01:57:04 UTC,Fortnite,266,273,267461
2025-09-09 01:57:04 UTC,Troubleshooting,17,44,28558
2025-09-09 01:57:04 UTC,Adamsmr,56,15,20330
2025-09-09 01:57:04 UTC,AJ_Studios,13,6,7708
2025-09-10 01:53:07 UTC,Main,172,397,514468
2025-09-10 01:53:07 UTC,Fortnite,266,273,267461
2025-09-10 01:53:07 UTC,Troubleshooting,17,44,28558
2025-09-10 01:53:07 UTC,Adamsmr,56,15,20335
2025-09-10 01:53:07 UTC,AJ_Studios,13,6,7709
2025-09-11 01:56:23 UTC,Main,172,397,514506
2025-09-11 01:56:23 UTC,Fortnite,266,273,267462
2025-09-11 01:56:23 UTC,Troubleshooting,17,44,28565
2025-09-11 01:56:23 UTC,Adamsmr,56,15,20340
2025-09-11 01:56:23 UTC,AJ_Studios,13,6,7714
2025-09-12 01:51:33 UTC,Main,172,397,514537
2025-09-12 01:51:33 UTC,Fortnite,266,273,267466
2025-09-12 01:51:33 UTC,Troubleshooting,17,44,28573
2025-09-12 01:51:33 UTC,Adamsmr,56,15,20342
2025-09-12 01:51:33 UTC,AJ_Studios,13,6,7716
2025-09-13 01:47:09 UTC,Main,172,397,514579
2025-09-13 01:47:09 UTC,Fortnite,266,272,267469
2025-09-13 01:47:09 UTC,Troubleshooting,17,44,28578
2025-09-13 01:47:09 UTC,Adamsmr,56,15,20342
2025-09-13 01:47:09 UTC,AJ_Studios,13,6,7717
2025-09-14 02:00:50 UTC,Main,172,397,514639
2025-09-14 02:00:50 UTC,Fortnite,266,273,267470
2025-09-14 02:00:50 UTC,Troubleshooting,17,44,28579
2025-09-14 02:00:50 UTC,Adamsmr,56,15,20343
2025-09-14 02:00:50 UTC,AJ_Studios,13,6,7717
2025-09-15 02:02:16 UTC,Main,172,397,514727
2025-09-15 02:02:16 UTC,Fortnite,266,273,267471
2025-09-15 02:02:16 UTC,Troubleshooting,17,44,28586
2025-09-15 02:02:16 UTC,Adamsmr,56,15,20356
2025-09-15 02:02:16 UTC,AJ_Studios,13,6,7720
2025-09-16 01:53:12 UTC,Main,172,397,514739
2025-09-16 01:53:12 UTC,Fortnite,266,273,267472
2025-09-16 01:53:12 UTC,Troubleshooting,17,44,28587
2025-09-16 01:53:12 UTC,Adamsmr,56,15,20356
2025-09-16 01:53:12 UTC,AJ_Studios,13,6,7720
2025-09-17 01:52:38 UTC,Main,171,397,514778
2025-09-17 01:52:38 UTC,Fortnite,267,274,267472
2025-09-17 01:52:38 UTC,Troubleshooting,17,44,28600
2025-09-17 01:52:38 UTC,Adamsmr,56,15,20358
2025-09-17 01:52:38 UTC,AJ_Studios,13,6,7720
2025-09-18 01:53:09 UTC,Main,171,397,514809
2025-09-18 01:53:09 UTC,Fortnite,266,274,268683
2025-09-18 01:53:09 UTC,Troubleshooting,17,44,28603
2025-09-18 01:53:09 UTC,Adamsmr,56,15,20386
2025-09-18 01:53:09 UTC,AJ_Studios,13,6,7720
2025-09-19 01:56:35 UTC,Main,171,397,514854
2025-09-19 01:56:35 UTC,Fortnite,267,274,268695
2025-09-19 01:56:35 UTC,Troubleshooting,17,44,28605
2025-09-19 01:56:35 UTC,Adamsmr,56,15,20391
2025-09-19 01:56:35 UTC,AJ_Studios,13,6,7721
