date,channel,videos,subscribers,views
2025-06-03 02:25:16 UTC,Main,169,392,501374
2025-06-03 02:25:16 UTC,Fortnite,247,263,237893
2025-06-03 02:25:16 UTC,Troubleshooting,13,36,19687
2025-06-03 02:25:16 UTC,Adamsmr,44,11,8451
2025-06-03 02:25:16 UTC,AJ_Studios,9,3,3617
